Date,Department,Country,Revenue,Cost,Budget_Revenue,Budget_Cost,Cost_Type
2023-06-15 00:00:00,HR,Spain,N/A,3922.45,15827.61,7908.24,Utilities
2023-06-15 00:00:00,Marketing,France,,,17811.33,9589.85,Utilities
2023-06-16 00:00:00,Sales,Germany,18734.03,missing,8629.42,8241.29,salary
2023-06-16 00:00:00,Operations,Spain,,10183.24,17258.63,6397.64,Logistics
2023-06-16 00:00:00,HR,Spain,12105.81,,14742.09,6201.0,salary
2023-06-16 00:00:00,Marketing,Germany,,9817.68,16303.25,4273.86,LOGISTICS
2023-06-17 00:00:00,Sales,Netherlands,12306.83,missing,16018.12,9935.76,salary
2023-06-17 00:00:00,Operations,Spain,7791.18,missing,14453.39,4803.81,Logistics
2023-06-17 00:00:00,HR,France,N/A,missing,9085.69,4888.24,salary
2023-06-17 00:00:00,Marketing,germany ,N/A,missing,9308.03,4149.55,Utilities
2023-06-18 00:00:00,Sales,Netherlands,N/A,missing,14900.59,4595.52,Rent
2023-06-18 00:00:00,Operations,France,,,16258.5,6440.22,Materials
2023-06-18 00:00:00,HR,France,18828.55,9009.3,16639.27,7032.59,Rent
2023-06-18 00:00:00,Marketing,France,,missing,8056.3,7565.1,Utilities
2023-06-19 00:00:00,Sales,Germany,,,8176.0,5961.72,Salary
2023-06-19 00:00:00,Operations,France,,missing,10595.05,8532.91,Logistics
2023-06-19 00:00:00,HR,Germany,N/A,10772.68,8190.75,8857.26,salary
2023-06-19 00:00:00,Marketing,Germany,5255.86,10131.95,13013.27,6838.15,salary
2023-06-20 00:00:00,Sales,Germany,,missing,15437.27,6375.38,Materials
2023-06-20 00:00:00,Operations,France,17598.43,missing,15771.49,9780.18,Salary
2023-06-20 00:00:00,HR,Netherlands,,missing,13010.11,5605.59,Logistics
2023-06-20 00:00:00,Marketing,Netherlands,,missing,12662.12,5462.58,Materials
2023-06-21 00:00:00,Sales,Germany,N/A,missing,15562.89,5520.53,Materials
2023-06-21 00:00:00,Operations,Germany,,,12722.81,4530.16,salary
2023-06-21 00:00:00,HR,germany ,8706.11,,15689.66,7814.05,Salary
2023-06-21 00:00:00,Marketing,Spain,N/A,10285.12,8645.24,7933.64,Utilities
2023-06-22 00:00:00,Sales,Spain,N/A,missing,9220.2,7671.78,salary
2023-06-22 00:00:00,Operations,France,N/A,,9373.68,4574.18,Salary
2023-06-22 00:00:00,HR,Germany,N/A,9963.82,17830.97,6711.51,salary
2023-06-22 00:00:00,Marketing,germany ,N/A,missing,13654.11,7885.4,salary
2023-06-23 00:00:00,Sales,germany ,13996.89,,14558.07,4508.55,Logistics
2023-06-23 00:00:00,Operations,Netherlands,7418.83,8318.32,10795.69,4578.5,Materials
2023-06-23 00:00:00,HR,Spain,,,11601.93,5527.99,Salary
2023-06-23 00:00:00,Marketing,germany ,,,16345.47,4549.13,Logistics
2023-06-24 00:00:00,Sales,germany ,14489.06,,10222.34,8753.12,Salary
2023-06-24 00:00:00,Operations,Spain,12997.95,,10612.24,5658.42,LOGISTICS
2023-06-24 00:00:00,HR,Germany,,missing,8583.45,4910.98,Logistics
2023-06-24 00:00:00,Marketing,Germany,N/A,missing,9681.27,5155.12,LOGISTICS
2023-06-25 00:00:00,Sales,Germany,18392.34,,16248.09,4152.59,Materials
2023-06-25 00:00:00,Operations,Germany,N/A,5214.12,10805.19,8915.18,salary
2023-06-25 00:00:00,HR,Netherlands,19360.98,missing,8949.92,7617.33,Rent
2023-06-25 00:00:00,Marketing,France,,,12041.18,6823.93,Materials
2023-06-26 00:00:00,Sales,germany ,,9985.52,10999.13,5822.32,Logistics
2023-06-26 00:00:00,Operations,Spain,N/A,missing,17273.56,7158.41,Salary
2023-06-26 00:00:00,HR,germany ,N/A,,13710.77,4510.05,Utilities
2023-06-26 00:00:00,Marketing,Germany,N/A,3629.67,14272.64,7381.54,Materials
2023-06-27 00:00:00,Sales,germany ,,,16458.58,7278.88,Salary
2023-06-27 00:00:00,Operations,Netherlands,19478.49,,12870.51,7053.71,Materials
2023-06-27 00:00:00,HR,Germany,N/A,,8564.09,9414.01,Utilities
2023-06-27 00:00:00,Marketing,germany ,,missing,9068.49,4206.68,Materials
2023-06-28 00:00:00,Sales,Netherlands,N/A,missing,15826.73,9940.16,LOGISTICS
2023-06-28 00:00:00,Operations,FRANCE,11551.17,,16434.88,7580.94,Materials
2023-06-28 00:00:00,HR,Spain,N/A,2131.97,11667.88,7846.39,Salary
2023-06-28 00:00:00,Marketing,germany ,,,13529.14,4318.84,LOGISTICS
2023-06-29 00:00:00,Sales,Germany,18950.59,7068.17,13991.13,5894.24,Salary
2023-06-29 00:00:00,Operations,Netherlands,10522.73,,13430.73,5590.18,Logistics
2023-06-29 00:00:00,HR,Netherlands,,10272.76,10772.04,6115.14,Rent
2023-06-29 00:00:00,Marketing,France,N/A,9736.79,15113.23,6482.98,Utilities
